name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,num_locks_mean,num_locks_stdev,num_locks_median,num_locks_max,num_locks_min,num_accesses_mean,num_accesses_stdev,num_accesses_median,num_accesses_max,num_accesses_min,num_atomic_stores_mean,num_atomic_stores_stdev,num_atomic_stores_median,num_atomic_stores_max,num_atomic_stores_min,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRB053,101,21.83269719175042,95.0,70,130,48340.8,1708.7048246487097,48484.0,45620,50136,0,0.0,0.0,0,0,179,1.0540925533894598,179.0,178,180,7257,0.0,7257.0,7257,7257,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2416154468.9,487127031.69391125,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB054,122,27.406406388125955,115.0,100,190,47934.8,1822.7715648917113,47330.0,46280,50956,0,0.0,0.0,0,0,178.4,0.8432740427115678,178.0,178,180,63054,0.0,63054.0,63054,63054,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,3766432218.9,848014110.7586057,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB055,307,55.98610938835136,325.0,180,360,61224.4,2380.9924728053124,61434.0,56972,64172,0,0.0,0.0,0,0,179.2,1.0327955589886444,180.0,178,180,13501695.7,299.2308844725461,13501696.0,13501374,13502422,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,12946046613.5,2588430367.630576,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB056,119,31.073389830457113,105.0,80,180,61994.8,2532.9649205800088,62096.0,57648,65012,0,0.0,0.0,0,0,179.6,0.8432740427115678,180.0,178,180,502146.6,148.85055891359255,502203.0,501832,502333,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,3218594696.9,756646853.720673,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB057,93,18.287822299126937,95.0,70,120,48908,2417.189552627872,48628.0,44124,52404,0,0.0,0.0,0,0,179.8,0.6324555320336759,180.0,178,180,2387,0.0,2387.0,2387,2387,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1964849605.3,488207128.534616,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB058,3909,377.4902500580497,3790.0,3530,4610,98643.6,2828.817703564512,98858.0,93964,102912,0,0.0,0.0,0,0,179.4,0.9660917830792959,180.0,178,180,277861312.3,4011112.944418573,278226014.0,268339709,281788294,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,158626634181.6,20122350329.557903,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB059,95,19.0029237516523,100.0,60,130,48048,2701.5432626556253,48042.0,44936,51772,0,0.0,0.0,0,0,178.6,0.9660917830792959,178.0,178,180,505,0.0,505.0,505,505,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2011396750.9,764449013.6104906,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB060,83,15.670212364724211,85.0,60,110,47796.8,2231.309172262379,47876.0,44768,50828,0,0.0,0.0,0,0,179,1.0540925533894598,179.0,178,180,10304,0.0,10304.0,10304,10304,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1839947457.4,784366511.3779918,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB061,81,19.119507199599983,80.0,50,110,47877.6,2430.4228804423683,48600.0,43128,50196,0,0.0,0.0,0,0,178.8,1.0327955589886444,178.0,178,180,17132.3,180.66731242197017,17142.5,16838,17398,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1975960336.2,1010241849.6998304,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB062,576,100.9069978852915,595.0,330,710,96174.4,1439.3655392413546,96248.0,94408,98472,0,0.0,0.0,0,0,178.8,1.0327955589886444,178.0,178,180,2472189,0.0,2472189.0,2472189,2472189,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,28716447698.3,3074150584.1063805,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
