name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,num_locks_mean,num_locks_stdev,num_locks_median,num_locks_max,num_locks_min,num_accesses_mean,num_accesses_stdev,num_accesses_median,num_accesses_max,num_accesses_min,num_atomic_stores_mean,num_atomic_stores_stdev,num_atomic_stores_median,num_atomic_stores_max,num_atomic_stores_min,uclock_acquires_rate,uclock_acquires_rate_stdev,uclock_acquires_rate_median,uclock_acquires_rate_min,uclock_acquires_rate_max,uclock_releases_rate,uclock_releases_rate_stdev,uclock_releases_rate_median,uclock_releases_rate_min,uclock_releases_rate_max,uclock_incs_rate,uclock_incs_rate_stdev,uclock_incs_rate_median,uclock_incs_rate_min,uclock_incs_rate_max,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
OmpSCR-fft,580,753.5914012248282,160,130,1450,51901.333333333336,1665.4144629290731,51580,50420,53704,5.333333333333333,9.237604307034013,0,0,16,306.6666666666667,92.95877222367629,254,252,414,933210,23367.492184656872,941604,906805,951221,0,0.0,0,0,0,0.006843006304563462,0.0019284166731596299,0.00574453367018557,0.005714801335458838,0.009069683908045977,1.0,0.0,1.0,1.0,1.0,1.0093057432795325,0.0037683062838366104,1.0071593396840424,1.007101011894195,1.0136568782603599,0,0.0,0,0.0,0,0.0,19361990082.333332,26280030258.41643,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
OmpSCR-fft6,1030,98.48857801796105,1060,920,1110,493505.3333333333,2104.8300010531334,494156,491152,495208,0,0.0,0,0,0,322.3333333333333,27.024680078279065,321,296,350,184432180.33333334,91116.00754166818,184390111,184369700,184536730,0,0.0,0,0,0,0.04899401750950023,0.004716520404693727,0.04828747894441325,0.044670624823296576,0.05402394876079086,1.0,0.0,1.0,1.0,1.0,1.0507300291992578,0.008126999178943311,1.049538610976202,1.0432645034414947,1.0593869731800767,0,0.0,0,0.0,0,0.0,176338599603.66666,4008181272.9569016,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB001,140,10.0,140,130,150,49294.666666666664,2044.5804785660391,48228,48004,51652,1,0.0,1,1,1,253.33333333333334,1.1547005383792515,254,252,254,2574,0.0,2574,2574,2574,0,0.0,0,0,0,0.29992007472171217,0.0005479029188246262,0.30023640661938533,0.2992874109263658,0.30023640661938533,1.0,0.0,1.0,1.0,1.0,1.1244493392070485,0.0009537724711281957,1.125,1.1233480176211454,1.125,0,0.0,0,0.0,0,0.0,4659920645.333333,439556596.27248454,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB002,123.33333333333333,20.816659994661325,130,100,140,49873.333333333336,2228.830485553653,50792,47332,51496,1,0.0,1,1,1,252.66666666666666,1.1547005383792515,252,252,254,2582,0.0,2582,2582,2582,0,0.0,0,0,0,0.29960374282403895,0.0005479029188246262,0.2992874109263658,0.2992874109263658,0.30023640661938533,1.0,0.0,1.0,1.0,1.0,1.123898678414097,0.0009537724711281957,1.1233480176211454,1.1233480176211454,1.125,0,0.0,0,0.0,0,0.0,4053939980.3333335,1103084986.6071804,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB003,133.33333333333334,20.81665999466133,140,110,150,49717.333333333336,1493.197017587878,50492,47996,50664,1,0.0,1,1,1,252,0.0,252,252,252,733,2.6457513110645907,734,730,735,0,0.0,0,0,0,0.2992874109263658,0.0,0.2992874109263658,0.2992874109263658,0.2992874109263658,1.0,0.0,1.0,1.0,1.0,1.1233480176211454,0.0,1.1233480176211454,1.1233480176211454,1.1233480176211454,0,0.0,0,0.0,0,0.0,5027390244.666667,1097175245.9030976,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB004,133.33333333333334,23.094010767585033,120,120,160,48964,1570.584604534248,49068,47344,50480,1,0.0,1,1,1,253.33333333333334,1.1547005383792515,254,252,254,814.6666666666666,4.163331998932265,816,810,818,0,0.0,0,0,0,0.29992007472171217,0.0005479029188246262,0.30023640661938533,0.2992874109263658,0.30023640661938533,1.0,0.0,1.0,1.0,1.0,1.1244493392070485,0.0009537724711281957,1.125,1.1233480176211454,1.125,0,0.0,0,0.0,0,0.0,4079363934.6666665,1859962774.5334222,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB005,140,17.320508075688775,130,130,160,48914.666666666664,1328.5079349907298,49088,47508,50148,1,0.0,1,1,1,253.33333333333334,1.1547005383792515,254,252,254,1186,0.0,1186,1186,1186,0,0.0,0,0,0,0.29992007472171217,0.0005479029188246262,0.30023640661938533,0.2992874109263658,0.30023640661938533,1.0,0.0,1.0,1.0,1.0,1.1244493392070485,0.0009537724711281957,1.125,1.1233480176211454,1.125,0,0.0,0,0.0,0,0.0,4525274732.666667,1848994535.4392397,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB006,120,36.05551275463989,110,90,160,46782.666666666664,3329.3178480483552,45928,43964,50456,1,0.0,1,1,1,252.66666666666666,1.1547005383792515,252,252,254,1186,0.0,1186,1186,1186,0,0.0,0,0,0,0.29960374282403895,0.0005479029188246262,0.2992874109263658,0.2992874109263658,0.30023640661938533,1.0,0.0,1.0,1.0,1.0,1.123898678414097,0.0009537724711281957,1.1233480176211454,1.1233480176211454,1.125,0,0.0,0,0.0,0,0.0,3245357383,2424047143.598093,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB007,96.66666666666667,5.773502691896257,100,90,100,50308,2064.7014312001625,49640,48660,52624,1,0.0,1,1,1,253.33333333333334,1.1547005383792515,254,252,254,1186,0.0,1186,1186,1186,0,0.0,0,0,0,0.29992007472171217,0.0005479029188246262,0.30023640661938533,0.2992874109263658,0.30023640661938533,1.0,0.0,1.0,1.0,1.0,1.1244493392070485,0.0009537724711281957,1.125,1.1233480176211454,1.125,0,0.0,0,0.0,0,0.0,2630625712.6666665,605022188.0597532,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB008,66.66666666666667,15.275252316519467,70,50,80,48241.333333333336,2434.016707693958,47900,45996,50828,0,0.0,0,0,0,252.66666666666666,1.1547005383792515,252,252,254,1185,0.0,1185,1185,1185,0,0.0,0,0,0,0.29960374282403895,0.0005479029188246262,0.2992874109263658,0.2992874109263658,0.30023640661938533,1.0,0.0,1.0,1.0,1.0,1.123898678414097,0.0009537724711281957,1.1233480176211454,1.1233480176211454,1.125,0,0.0,0,0.0,0,0.0,1242288732,1053002438.8306149,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
