name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRACC_OMP_018,250,89.93825042154694,240.0,130,440,48776.8,2046.41935530765,48630.0,46796,53636,2.1,1.1005049346146119,2.0,1,4,0,0.0,0,0.0,0,0.0,10367275773.4,5061608279.613967,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_019,265,146.15440845595836,225.0,130,630,49349.6,2029.9054822002593,49358.0,46668,52168,2.1,1.286683937707919,1.5,1,4,0,0.0,0,0.0,0,0.0,13804760892.7,11403228548.087687,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_020,40,0.0,40.0,40,40,46760,1794.08410554739,47752.0,42784,48348,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,69263721.9,57057.90488705312,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_022,1904,117.30302638892144,1855.0,1760,2070,384499.6,2470.2154292018067,385206.0,378884,387172,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,34655529056.9,4209115048.5822287,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_023,109,26.01281735350223,90.0,90,160,54702.4,1940.555888284477,54858.0,50704,57304,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2562940425.5,898292930.5322875,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_024,100,9.428090415820634,100.0,90,120,54623.2,1777.3046259246987,55072.0,51152,57140,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1848103978,311504839.06714684,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_025,96,10.749676997731399,100.0,70,110,54501.2,1977.2133476745048,54724.0,51960,57340,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1766182417.9,516088676.5943866,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_026,81,11.00504934614612,80.0,70,100,53682,2601.4759913044236,54162.0,50156,57072,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1656034840.4,364795719.5867485,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_027,89,25.582111805799858,80.0,60,130,54826.4,2628.9744176938825,54698.0,50872,59164,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1808880473,802397781.1556118,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRACC_OMP_028,92,18.737959096740262,90.0,60,120,54932,2787.1068232926496,55094.0,49676,58068,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1976082050.8,563454925.6976591,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
