name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRB094,900000,0.0,900000.0,900000,900000,46176,0.0,46176.0,46176,46176,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2224863881226,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB095,133,33.015148038438355,120.0,100,190,45920.4,1317.89252638867,45424.0,44312,47628,5.5,1.35400640077266,5.0,4,8,0,0.0,0,0.0,0,0.0,2877799077.5,1435678597.755594,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB096,72,15.491933384829668,70.0,50,100,46714.4,1401.6805151911994,47068.0,44308,48500,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2166777380.4,792665328.996936,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB097,377,61.472667819844034,355.0,310,470,104728.8,4156.935110283911,104544.0,97796,113784,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,14292790130.4,3589429849.821078,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB098,10,0.0,10.0,10,10,23611.6,1972.994970990944,24142.0,20644,26276,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,31074896.2,2327.6003761623497,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB099,69,13.703203194062977,70.0,40,90,45245.6,1057.93963280835,45274.0,43000,46692,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1778802684.4,760400231.5886188,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB100,85,14.337208778404378,90.0,60,100,43986,2418.7844513768114,44564.0,40492,47148,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,3106201506.1,878487245.4813342,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB101,80,18.257418583505537,80.0,50,110,44754.8,1468.7307294244085,45180.0,40768,45764,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2764914411.8,912973237.5860533,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB102,81,26.436506745197804,70.0,60,150,45036,905.9251870019094,45322.0,43776,46100,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2745714236.3,1363375603.1159892,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB103,73,17.029386365926403,65.0,60,110,45111.2,1325.5181628329353,44844.0,42764,47128,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1723975173.5,474853369.52251923,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB104,90,16.32993161855452,90.0,60,110,44587.6,1325.928035586983,44694.0,41948,46976,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2941148952.1,542682005.7893257,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
