name,duration,duration_stdev,duration_median,num_warnings,num_warnings_stdev,num_warnings_median,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRB024,21.3,10.594023472379762,18.5,0,0.0,0.0,0,0.0,0,0.0,0,0.0,27619568.2,2458.7095892854945,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB025,18.4,4.812021982031624,17.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,27313344.4,1524.0633699277585,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB026,220.4,44.101398314943864,222.0,2,0.0,2.0,0,0.0,0,0.0,0,0.0,5389729687.4,1304977277.8572378,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB027,179.2,27.591464058452733,174.5,2.6,0.5163977794943222,3.0,0,0.0,0,0.0,0,0.0,5729927825,1133803978.4220705,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB028,191.3,29.996481275124403,197.5,1.2,0.4216370213557839,1.0,0,0.0,0,0.0,0,0.0,4435515293.4,1376384016.3979387,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB029,198.6,50.372391027007815,187.5,2,0.0,2.0,0,0.0,0,0.0,0,0.0,4495161840.9,1122972787.9623911,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB030,209.9,34.60073859198834,201.0,2,0.0,2.0,0,0.0,0,0.0,0,0.0,5048632901.2,1283212167.948355,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB031,196.8,26.823704276462472,200.0,3,0.0,3.0,0,0.0,0,0.0,0,0.0,4335657222.3,1098859421.780442,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB032,206.7,25.077878698167435,205.5,2,0.0,2.0,0,0.0,0,0.0,0,0.0,3935968825,871497673.5358337,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB033,402.7,53.76295709459772,414.0,80,0.0,80.0,0,0.0,0,0.0,0,0.0,13634481460.9,2812367200.028148,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
